"","DrugName"
"25576","PEGFILGRASTIM 6MG/0.6ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES 1 PRE-FILLED DISPOSABLE INJECTION"
"25577","Pegfilgrastim P/F Syringe 6MG/0.6ML Sol For Inj"
"25578","PEGFILGRASTIM SUB-CUTANEOUS INJECTION 6mg"
"25579","PEGFILGRASTIM!6mg/0.6mL!PREFILLED SYRINGE (1)"
"25580","PEGFILGRASTIM!6mg/0.6mL!SYRINGE"
"25581","PEGFILGRASTIMSUB-CUTANEOUSINJECTION6mg"
"25582","PEGINTEFERON BETA_HC"
"25583","Peginterferon"
"25584","PEGINTERFERON"
"25585","PEGINTERFERON (ALFA 2a) (PEGASYS - Pre-Filled SYRINGE)"
"25586","PEGINTERFERON (ALFA 2b) (VIRAFERON PEG)"
"25587","Peginterferon Alfa"
"25588","PEGINTERFERON ALFA"
"25589","PEGINTERFERON ALFA-"
"25590","PEGINTERFERON ALFA-2"
"25591","PEGINTERFERON ALFA-2 (HC)"
"25592","Peginterferon alfa-2a"
"25593","Peginterferon Alfa-2A"
"25594","PEGINTERFERON ALFA-2a"
"25595","PEGINTERFERON ALFA-2A"
"25596","PEGINTERFERON ALFA-2A 'PEGASYS' (1 syringe Pack)"
"25597","PEGINTERFERON ALFA-2a (PEGASYS PENS)"
"25598","PEGINTERFERON ALFA-2a (Pegasys prefilled syringe)"
"25599","PEGINTERFERON ALFA-2a (Pegasys Prefilled Syringe)"
"25600","PEGINTERFERON alfa-2a (Pegasys)"
"25601","PEGINTERFERON ALFA-2a (Pegasys)"
"25602","PEGINTERFERON ALFA-2a (PEGASYS)"
"25603","PEGINTERFERON alfa-2a (PEGASYS) pre-filled syring"
"25604","PEGINTERFERON alfa-2a (PEGASYS) pre-filled syringe"
"25605","PEGINTERFERON ALFA-2a (Pegasys) Pre-Filled Syringe"
"25606","PEGINTERFERON ALFA-2A (PEGASYS) PRE-FILLED SYRINGE"
"25607","PEGINTERFERON ALFA-2a (PRE-FILLED SYRINGE)"
"25608","PEGINTERFERON ALFA-2a (Syringe)"
"25609","PEGINTERFERON ALFA-2A 135 micrograms in 0.5mL Pre-filled Syringe"
"25610","PEGINTERFERON ALFA-2A 135MCG"
"25611","PEGINTERFERON ALFA-2A 135microgram/0.5mL SYRINGES (1)"
"25612","PEGINTERFERON ALFA-2A 135MICROGRAMS/0.5M"
"25613","Peginterferon alfa-2a 135micrograms/0.5ml solution for injection pre-filled syringes"
"25614","PEGINTERFERON ALFA-2A 135MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"25615","PEGINTERFERON ALFA-2A 180 micrograms in 0.5mL Pre-filled Syringe"
"25616","PEGINTERFERON ALFA-2A 180 micrograms/0.5mL Soln for Inject PF Syringes"
"25617","PEGINTERFERON ALFA-2A 180MCG"
"25618","PEGINTERFERON ALFA-2A 180microgram/0.5mL SYRINGES (4)"
"25619","PEGINTERFERON ALFA-2A 180MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"25620","PEGINTERFERON ALFA-2A 90 micrograms/0.5mL Soln for Inject PF Syringes"
"25621","PEGINTERFERON ALFA-2A 90MCG"
"25622","PEGINTERFERON ALFA-2A 90microgram/0.5mL SYRINGE"
"25623","PEGINTERFERON ALFA-2A 90microgram/0.5mL SYRINGE (1)"
"25624","PEGINTERFERON ALFA-2A 90MICROGRAMS/0.5ML"
"25625","Peginterferon alfa-2a 90micrograms/0.5ml solution for injection pre-filled syringes"
"25626","Peginterferon Alfa-2A Dispos Dev 180MCG/0.5ML Sol"
"25627","Peginterferon Alfa-2A P/F Syringe 135MCG/0.5ML Sol"
"25628","Peginterferon Alfa-2A P/F Syringe 180MCG/0.5ML Sol"
"25629","Peginterferon Alfa-2A P/F Syringe 90MCG/0.5ML Sol"
"25630","PEGINTERFERON ALFA-2A PEN (PEGASYS)"
"25631","PEGINTERFERON ALFA-2A!135microgram/0.5mL!PRE-FILLE"
"25632","PEGINTERFERON ALFA-2A!135microgram/0.5mL!PREFIL PEN (1)"
"25633","PEGINTERFERON ALFA-2A!135microgram/0.5mL!SYRINGES (1)"
"25634","PEGINTERFERON ALFA-2A!180microgram/0.5mL!SYRINGES"
"25635","PEGINTERFERON ALFA-2A!180microgram/0.5mL!SYRINGES (4)"
"25636","PEGINTERFERON ALFA-2A!90microgram/0.5mL!SYRINGE"
"25637","PEGINTERFERON ALFA-2A!90microgram/0.5mL!SYRINGE (1)"
"25638","PEGINTERFERON ALFA-2a* (PFS) 90 micrograms Injection"
"25639","PEGINTERFERON ALFA-2A, PFS (PEGASYS)"
"25640","PEGINTERFERON ALFA-2A, PRE-FILLED SYRINGE (PEGASYS)"
"25641","PEGINTERFERON ALFA - 2A"
"25642","PEGINTERFERON ALFA - Pre-filled syringe"
"25643","PEGINTERFERON ALFA - Pre-filled syringe 135 micrograms in 0.5ml Injection 0.5 ml Prefilled Syringe"
"25644","PEGINTERFERON ALFA - Pre-filled syringe 90 micrograms in 0.5ml Injection 1 x 0.5ml Pre-filled Syringe Pack"
"25645","PEGINTERFERON ALFA (Pegasys)"
"25646","PEGINTERFERON ALFA (PEGASYS)"
"25647","PEGINTERFERON ALFA (Pegasys) 135 microgram Pre-Filled Syringe *"
"25648","PEGINTERFERON ALFA (PEGASYS) PEN"
"25649","Peginterferon alfa 2A"
"25650","Peginterferon Alfa 2A"
"25651","PEGINTERFERON ALFA 2a"
"25652","PEGINTERFERON ALFA 2a (PEGASYS 135 micrograms Pre-Filled Pen"
"25653","PEGINTERFERON ALFA 2a (PEGASYS) 180 micrograms in 0.5ml Prefilled Syringe"
"25654","PEGINTERFERON ALFA 2a (PEGASYS) 90 micrograms in 0.5ml Prefilled Syringe"
"25655","PEGINTERFERON ALFA 2A 135microgram 0.5mL SYRINGES"
"25656","PEGINTERFERON ALFA 2a PRE-FILLED SYRINGE 90microgr"
"25657","PEGINTERFERON ALFA2a (PEGASYS PENS)"
"25658","PEGINTERFERON alfa2a (PEGASYS) pre-filled syringe"
"25659","PEGINTERFERON ALFA2a PEGASYS 135 microgram Prefilled syringe"
"25660","PEGINTERFERON ALFA2a PEGASYS 180 microgram Prefilled syringe"
"25661","PEGINTERFERON ALFA2a PEGASYS 90 microgram Prefilled syringe"
"25662","PEGINTERFERON BETA"
"25663","Peginterferon Beta-1a"
"25664","Peginterferon Beta-1A"
"25665","PEGINTERFERON BETA-1A"
"25666","Peginterferon beta-1a - PLEGRIDY 125MCG PFP"
"25667","Peginterferon beta-1a - PLEGRIDY 125MCG PFP         USP0328"
"25668","Peginterferon beta-1a - PLEGRIDY 63/94MCG TITRATIO"
"25669","PEGINTERFERON BETA-1A (HOME DELIVERY)"
"25670","PEGINTERFERON BETA-1A (HOMECARE) (MAINTENANCE) 125 mcg Injection"
"25671","PEGINTERFERON BETA-1a (PLEGRIDY)  - HOMECARE 125 m"
"25672","PEGINTERFERON BETA-1A (PLEGRIDY) (HOMECARE)"
"25673","PEGINTERFERON BETA-1A (PLEGRIDY) **HOMECARE**"
"25674","PEGINTERFERON BETA-1a (PLEGRIDY) INITIATION PACK -"
"25675","Peginterferon Beta-1a (PLEGRIDY)(Homecare) 125 micrograms Pre Filled Pen"
"25676","PEGINTERFERON BETA-1A 125microgram PEN (1)"
"25677","PEGINTERFERON BETA-1A 125microgram/0.5mL HOMECARE"
"25678","PEGINTERFERON BETA-1A 125microgram/0.5mL PEN (2)"
"25679","PEGINTERFERON BETA-1A 125MICROGRAMS/0.5ML SOLUTION"
"25680","Peginterferon beta-1a 125micrograms/0.5ml solution for injection pre-filled disposable devices"
"25681","PEGINTERFERON BETA-1A 125MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES"
"25682","Peginterferon beta-1a 63micrograms/0.5ml solution for injection pre-filled disposable devices and Peginterferon beta-1a 94micrograms/0.5ml solution for injection pre-filled disposable devices"
"25683","PEGINTERFERON BETA-1A 63MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES AND PEGINTERFERON BETA-1A 94MICROGRAMS/0.5ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES"
"25684","PEGINTERFERON BETA-1A INITIATION PACK (1 PACK)"
"25685","PEGINTERFERON BETA-1A INITIATION PACK (HOMECARE)"
"25686","PEGINTERFERON BETA-1A!125microgram/0.5mL!PEN (2)"
"25687","PEGINTERFERON BETA-1A!125microgram/0.5mL!PEN (HOMECARE)"
"25688","PEGINTERFERON BETA-1A!63microgram/0.5mL!PEN (HOMECARE)"
"25689","PEGINTERFERON BETA-1A!94microgram/0.5mL!PEN (HOMECARE)"
"25690","PEGINTERFERON BETA - 1a (Plegridy) (Home) Initiati"
"25691","PEGINTERFERON BETA - 1a (Plegridy) (Home) Initiation pack  Pre-filled Pen"
"25692","PEGINTERFERON BETA -1A"
"25693","PEGINTERFERON BETA (PLEGRIDY) (HOMECARE)"
"25694","PEGINTERFERON BETA 1-A (INITIATION PACK)"
"25695","PEGINTERFERON BETA 1-a (PLEGRIDY)"
"25696","PEGINTERFERON BETA 1-A (PLEGRIDY)_(HOMECARE) 125 micrograms Pre-filled Injection Pen"
"25697","PEGINTERFERON BETA 1a"
"25698","PEGINTERFERON BETA 1a PRE-FILLED PEN 125micrograms"
"25699","PEGINTERFERON BETA 1a TITRATION PACK"
"25700","PEGINTERFERON/PEGASYS"
"25701","PEGINTERFERONBETA1aPRE-FILLEDPEN125micrograms"
"25702","PEGPH20"
"25703","pegvisomant"
"25704","Pegvisomant"
"25705","PEGVISOMANT"
"25706","PEGVISOMANT (HOMECARE) (SOMAVERT) 20 mg Injection"
"25707","PEGVISOMANT [SOMAVERT] (HOMECARE) 20 mg Injection"
"25708","PEGVISOMANT [SOMAVERT] (HOMECARE) 20 mg Pwd + Solv for Soln for Inj"
"25709","PEGVISOMANT 10MG"
"25710","PEGVISOMANT 10mg INJECTION (30 vials)"
"25711","PEGVISOMANT 10mg Injection (Vial)"
"25712","Pegvisomant 10mg powder and solvent for solution for injection vials"
"25713","PEGVISOMANT 15MG"
"25714","PEGVISOMANT 15mg Injection (Vial)"
"25715","Pegvisomant 15mg powder and solvent for solution for injection vials"
"25716","PEGVISOMANT 20MG"
"25717","PEGVISOMANT 20mg INJECTION"
"25718","PEGVISOMANT 20mg INJECTION (1 vial)"
"25719","PEGVISOMANT 20mg INJECTION (30 vials)"
"25720","Pegvisomant 20mg powder and solvent for solution for injection vials"
"25721","PEGVISOMANT 20mg POWDER/SOLVENT FOR INJECTION SYRI"
"25722","PEGVISOMANT 25MG"
"25723","PEGVISOMANT 30 mg Injection 30 mg Vial"
"25724","PEGVISOMANT 30MG"
"25725","PEGVISOMANT 30mg INJECTION (30 vials)"
"25726","PEGVISOMANT!10mg!INJECTION (30 vials)"
"25727","PEGVISOMANT!20mg!INJECTION"
"25728","PEGVISOMANT!20mg!INJECTION (1 vial)"
"25729","PEGVISOMANT!20mg!INJECTION (30 vials)"
"25730","PEGVISOMANT!25mg!INJECTION"
"25731","PEGVISOMANT!30mg!INJECTION"
"25732","PEGVISOMANT_(HOMECARE) 20 mg Injection"
"25733","PEGVISOMANT_HC"
"25734","PEGYLATED APARAGINASE"
"25735","PEGYLATED ASPARAGINASE (PEGASPARGASE) 750 units in 1ml Soln for Injection/Infusion"
"25736","PEGYLATED ASPARAGINASE 3,750units INJECTION"
"25737","PEGYLATED ASPARAGINASE 3750units INJECTION"
"25738","PEGYLATED DOXORUBICIN (LIPID)  Infusion"
"25739","PEGYLATED INTERFERON ALFA"
"25740","PEGYLATED INTERFERON BETA"
"25741","PEGYLATED INTERFERON BETA 1a (PLEGRIDY)"
"25742","PEGYLATED L-ASPARAGINASE (ONCOSPAR)"
"25743","Pegylated Liposomal Doxorubicin"
"25744","pembrolizumab"
"25745","Pembrolizumab"
"25746","PEMBROLIZUMAB"
"25747","PEMBROLIZUMAB - New"
"25748","PEMBROLIZUMAB - NEW"
"25749","PEMBROLIZUMAB  50MG POWDER FOR CONC"
"25750","PEMBROLIZUMAB  Infusion"
"25751","PEMBROLIZUMAB  Intravenous Infusion"
"25752","PEMBROLIZUMAB  Intravenous Infusion *"
"25753","pembrolizumab $"
"25754","PEMBROLIZUMAB (50mg)"
"25755","PEMBROLIZUMAB (BI)"
"25756","PEMBROLIZUMAB (BI) (PAP) 200 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25757","PEMBROLIZUMAB (BI) 175 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25758","PEMBROLIZUMAB (BI) 200 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25759","PEMBROLIZUMAB (CLINICAL TRIAL)"
"25760","PEMBROLIZUMAB (CONC"
"25761","PEMBROLIZUMAB (CYTOS)"
"25762","PEMBROLIZUMAB (FOC)"
"25763","PEMBROLIZUMAB (Keytruda - Compassionate Supply)"
"25764","Pembrolizumab (Keytruda Liquid) Intravenous Infusion"
"25765","PEMBROLIZUMAB (Keytruda)"
"25766","PEMBROLIZUMAB (KEYTRUDA)"
"25767","Pembrolizumab (Keytruda) in sodium chloride 0.9%"
"25768","PEMBROLIZumab (KEYTRUDA)!extemp bag (from liquid)"
"25769","PEMBROLIZumab (KEYTRUDA)!extemp bag (from powder)"
"25770","PEMBROLIZUMAB (MK-3475)/PLACEBO (CLINICAL TRIAL)"
"25771","pembrolizumab (special)"
"25772","PEMBROLIZUMAB [SOLUTION] (Comp Supply)"
"25773","PEMBROLIZUMAB 100 mg in 4mL Conc. for Intravenous Infusion"
"25774","PEMBROLIZumab 100 mg in 4mL Concentrate for Infusion"
"25775","PEMBROLIZumab 100 mg in 4mL concentrate for Infusion vials"
"25776","PEMBROLIZUMAB 100 mg in 4ml Injection Vial"
"25777","PEMBROLIZUMAB 100 mg Injection"
"25778","PEMBROLIZUMAB 100mg 4mL CONC. FOR SOLUTION FOR INF"
"25779","PEMBROLIZUMAB 100mg in 100ml SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25780","PEMBROLIZumab 100mg in 4mL concentrate for Infusion"
"25781","PEMBROLIZumab 100mg in 4ml vials"
"25782","PEMBROLIZUMAB 100mg INJECTION (1 vial)"
"25783","PEMBROLIZUMAB 100MG SOLUTION 100 mg Injection"
"25784","PEMBROLIZUMAB 100MG/4ML CONC.  SOL FOR INF. (ORB)"
"25785","PEMBROLIZUMAB 100mg/4mL CONC. FOR SOLUTION FOR INF. (1)"
"25786","Pembrolizumab 100mg/4ml solution for infusion vials"
"25787","PEMBROLIZUMAB 100MG/4ML SOLUTION FOR INFUSION VIALS"
"25788","PEMBROLIZUMAB 125 mg in 100mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25789","PEMBROLIZUMAB 125MG IN 100ML NACL 0.9% (1)"
"25790","PEMBROLIZUMAB 125mg in 100mL Sodium Chloride 0.9%"
"25791","PEMBROLIZUMAB 125mg in 100ml SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25792","PEMBROLIZUMAB 125mg in 50mL Sodium Chloride 0.9%"
"25793","PEMBROLIZUMAB 150 mg in 100mL Sodium Chloride 0.9% Infusion"
"25794","PEMBROLIZUMAB 150 mg in 100mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25795","PEMBROLIZUMAB 150MG IN 100ML NACL 0.9% (1)"
"25796","PEMBROLIZUMAB 150mg in 100ml SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25797","PEMBROLIZUMAB 150mg/100ml! SODIUM CHLORIDE 0.9% INFUSION"
"25798","PEMBROLIZUMAB 151 - 200mg INFUSION"
"25799","PEMBROLIZUMAB 175MG IN 100ML NACL 0.9% (1)"
"25800","PEMBROLIZUMAB 200 mg in 100ml NaCl 0.9% Intravenous Infusion"
"25801","PEMBROLIZUMAB 200 mg in 100mL Sodium Chloride 0.9% Infusion"
"25802","PEMBROLIZUMAB 200 mg in 100ml Sodium Chloride 0.9% Infusion *"
"25803","PEMBROLIZUMAB 200 mg in 100mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25804","PEMBROLIZUMAB 200 mg/100mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25805","PEMBROLIZUMAB 200MG IN 100ML NACL 0.9% (1)"
"25806","PEMBROLIZUMAB 200mg in 100mL SOD CHLOR 0.9% INF (BATH)"
"25807","PEMBROLIZUMAB 200mg in 100mL Sodium Chloride 0.9%"
"25808","PEMBROLIZUMAB 200mg in 100mL SODIUM CHLORIDE 0.9%"
"25809","PEMBROLIZUMAB 200MG IN 100ML SODIUM CHLORIDE 0.9%"
"25810","PEMBROLIZUMAB 200mg in 100mL Sodium Chloride 0.9%  Intravenous Infusion"
"25811","PEMBROLIZUMAB 200mg in 100mL SODIUM CHLORIDE 0.9% INF"
"25812","PEMBROLIZUMAB 200mg in 100ml SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25813","Pembrolizumab 200mg in 100mls NaCl 0.9% bag"
"25814","PEMBROLIZUMAB 200MG IN 108ML 0.9% NACL BATCH"
"25815","PEMBROLIZUMAB 200mg in 50mL Sodium Chloride 0.9%"
"25816","PEMBROLIZUMAB 200mg in NaCl 0.9% 108ml bag (BAXTERS)"
"25817","PEMBROLIZUMAB 200mg in SOD CHLOR 0.9% IV INF 100ml"
"25818","PEMBROLIZUMAB 200mg in SODIUM CHLORIDE 0.9% 100mL"
"25819","PEMBROLIZUMAB 200MG NACL 0.9% (1)100ML"
"25820","PEMBROLIZUMAB 200mg/100ml! SODIUM CHLORIDE 0.9% INFUSION"
"25821","PEMBROLIZUMAB 200mg/50ml INFUSION"
"25822","PEMBROLIZUMAB 25MG/ML VIAL (4ML VIAL)"
"25823","PEMBROLIZUMAB 400 mg in 100mL Sodium Chloride 0.9% Infusion"
"25824","PEMBROLIZUMAB 400 mg in 100mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25825","PEMBROLIZUMAB 400 mg in 250ml Sodium Chloride 0.9% Intravenous Infusion *"
"25826","PEMBROLIZUMAB 400MG IN 250 NACL 0.9% (1)"
"25827","PEMBROLIZUMAB 400mg in 250mL SODIUM CHLORIDE 0.9%"
"25828","PEMBROLIZUMAB 400MG IN 250ML SODIUM CHLORIDE 0.9%"
"25829","PEMBROLIZUMAB 400MG NACL 0.9% (1) 250ML"
"25830","PEMBROLIZUMAB 400mg/250ml! SODIUM CHLORIDE 0.9% INFUSION"
"25831","PEMBROLIZUMAB 50 mg Injection"
"25832","PEMBROLIZUMAB 50 mg Injection Vial"
"25833","PEMBROLIZUMAB 50mg INJECTION (1 vial)"
"25834","PEMBROLIZUMAB 50MG POWDER FOR SOLUTION FOR INFUSIO"
"25835","Pembrolizumab 50mg powder for solution for infusion vials"
"25836","PEMBROLIZUMAB 50MG POWDER FOR SOLUTION FOR INFUSION VIALS"
"25837","PEMBROLIZUMAB 50MG POWDER FOR SOLUTION FOR INFUSION VIALS 1 VIAL"
"25838","PEMBROLIZUMAB 50MG VIAL (1)"
"25839","PEMBROLIZUMAB 66mg in 50mL Sodium Chloride 0.9%Int"
"25840","PEMBROLIZUMAB 70mg in 50mL Sodium Chloride 0.9%  I"
"25841","PEMBROLIZUMAB CDF"
"25842","PEMBROLIZUMAB IN 0.9% SALINE (PATIENT SPECIFIC)"
"25843","PEMBROLIZUMAB IN 0.9% SALINE (PATIENT SPECIFIC) IN"
"25844","PEMBROLIZUMAB in 0.9% SODIUM CHLORIDE"
"25845","PEMBROLIZUMAB in SODIUM CHLORIDE"
"25846","PEMBROLIZUMAB in SODIUM CHLORIDE  INFUSION"
"25847","PEMBROLIZUMAB IN SODIUM CHLORIDE 0.9%"
"25848","PEMBROLIZumab in Sodium Chloride 0.9% 200 mg in 108mL Intravenous Infusion"
"25849","PEMBROLIZumab in Sodium Chloride 0.9% 400 mg in 116mL Intravenous Infusion"
"25850","PEMBROLIZUMAB in Sodium Chloride 0.9% Infusion"
"25851","PEMBROLIZUMAB IN SODIUM CHLORIDE 0.9% INFUSION 150"
"25852","PEMBROLIZUMAB IN SODIUM CHLORIDE 0.9% INFUSION 200"
"25853","Pembrolizumab Intravenous Infusion"
"25854","PEMBROLIZUMAB IV INFUSION (Patient use)"
"25855","PEMBROLIZUMAB IVI READY RECONSITUTED~* VARIOUS Intravenous Infusion"
"25856","PEMBROLIZUMAB mg in 100mL sodium chloride 0.9%"
"25857","PEMBROLIZUMAB POWDER FOR SOLN FOR INFUSION 50mg"
"25858","PEMBROLIZUMAB WITH SODIUM CHLORIDE"
"25859","PEMBROLIZUMAB WITH SODIUM CHLORIDE 0.9%"
"25860","PEMBROLIZUMAB!100mg/4mL VIAL!(17/P/058)"
"25861","PEMBROLIZUMAB!100mg/4mL!CONC.  SOL FOR INF. (ORB)"
"25862","PEMBROLIZUMAB!100mg/4mL!CONC. FOR SOLUTION FOR INF"
"25863","PEMBROLIZUMAB!100mg/4mL!CONC. FOR SOLUTION FOR INFUSION"
"25864","PEMBROLIZUMAB!200mg in 108ml 0.9% NaCL BATCH"
"25865","PEMBROLIZUMAB!200mg in 108ml BATCH"
"25866","PEMBROLIZUMAB!50mg!INJECTION"
"25867","PEMBROLIZUMAB!extemp bag (from liquid)"
"25868","PEMBROLIZUMAB!extemp bag (from powder)"
"25869","PEMBROLIZUMAB!INFUSION"
"25870","pembrolizumab, concentrate for solution for infusion,100mg/4ml,vial [1 vial(s)]"
"25871","pembrolizumab, powder for concentrate for solution for infusion,50mg,vial [1 vial(s)]"
"25872","PEMBROLIZUMAB~Powder for reconstitution 50 mg Injection"
"25873","Pembrolizumabàààmg in àà.mls NaCl 0.9% bag"
"25874","PembrolizumabGÃ¬GÃ¬GÃ¬mg in GÃ¬GÃ¬.mls NaCl 0.9% bag"
"25875","PEMBROLIZUMABINSODIUMCHLORIDE0.9%INFUSION200mgin10"
"25876","PEMBROLIZUMABPOWDERFORSOLNFORINFUSION50mg"
"25877","pemetrexed"
"25878","Pemetrexed"
"25879","PEMETREXED"
"25880","PEMETREXED  Intravenous Infusion"
"25881","PEMETREXED  mg in sodium chloride 0.9% 100mL"
"25882","PEMETREXED (ALIMTA)"
"25883","PEMETREXED (ALIMTA) 100 mg Injection"
"25884","PEMETREXED (ALIMTA) 500 mg Injection"
"25885","Pemetrexed (Altima)"
"25886","PEMETREXED (as DISODIUM) 100mg INJECTION (1 vial)"
"25887","PEMETREXED (as DISODIUM) 500mg INJECTION (1 vial)"
"25888","PEMETREXED (AS DISODIUM) 500MG INJECTION (1) (PTX)"
"25889","PEMETREXED (BI)"
"25890","PEMETREXED (BI) 1000 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25891","PEMETREXED (BI) 1100 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Bag"
"25892","PEMETREXED (BI) 375 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25893","PEMETREXED (BI) 450 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25894","PEMETREXED (BI) 500 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Dose BAG"
"25895","PEMETREXED (BI) 550 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25896","PEMETREXED (BI) 600 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25897","PEMETREXED (BI) 650 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Bag"
"25898","PEMETREXED (BI) 700 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25899","PEMETREXED (BI) 750 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Bag"
"25900","PEMETREXED (BI) 800 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25901","PEMETREXED (BI) 900 mg in Sodium Chloride 0.9% Intravenous Infusion 1 Bag Dose"
"25902","PEMETREXED (CYTOS)"
"25903","Pemetrexed (generic) Intravenous Infusion"
"25904","Pemetrexed (ITH)"
"25905","PEMETREXED (Outsourced)"
"25906","PEMETREXED (PATIENT SPECIFIC)"
"25907","PEMETREXED (PATIENT SPECIFIC) INFUSION"
"25908","PEMETREXED (PEMETREXED  Infusion)"
"25909","pemetrexed (special)"
"25910","PEMETREXED .........mg in........mls SALINE 0.9% BAG"
"25911","PEMETREXED 100 mg in 4ml Injection"
"25912","PEMETREXED 100 mg Injection"
"25913","PEMETREXED 1000 mg in 100ml Sodium Chloride 0.9% Infusion *"
"25914","PEMETREXED 1000mg in 100mL Sodium Chloride 0.9%  Intravenous Infusion"
"25915","PEMETREXED 1000mg in 140mls SALINE 0.9% BAG"
"25916","PEMETREXED 100mg INJECTION (1 vial)"
"25917","Pemetrexed 100mg powder for solution for infusion vials"
"25918","PEMETREXED 100MG POWDER FOR SOLUTION FOR INFUSION VIALS"
"25919","PEMETREXED 100MG/4ML SOLUTION FOR INFUSION VIALS"
"25920","PEMETREXED 1G/40ML SOLUTION FOR INFUSION VIALS"
"25921","PEMETREXED 1mg/100ml SODIUM CHLORIDE 0.9%"
"25922","PEMETREXED 450mg in 100mL Sodium Chloride 0.9%  Intravenous Infusion"
"25923","PEMETREXED 500 mg in 20ml Injection"
"25924","PEMETREXED 500 mg Injection"
"25925","PEMETREXED 500mg INJECTION (1 vial)"
"25926","PEMETREXED 500MG POWDER FOR SOLUTION FOR INFUSION"
"25927","Pemetrexed 500mg powder for solution for infusion vials"
"25928","PEMETREXED 500MG POWDER FOR SOLUTION FOR INFUSION VIALS"
"25929","PEMETREXED 500MG POWDER FOR SOLUTION FOR INFUSION VIALS 1 VIAL"
"25930","PEMETREXED 500MG/20ML SOLUTION FOR INFUSION VIALS"
"25931","PEMETREXED 650mg in 100mL Sodium Chloride 0.9%  In"
"25932","PEMETREXED 700mg/100ml INFUSION (1)"
"25933","PEMETREXED 750 mg in 100ml Sodium Chloride 0.9% Infusion *"
"25934","PEMETREXED 750mg in 100mls SALINE 0.9% BAG"
"25935","PEMETREXED 800 mg in 100ml Sodium Chloride 0.9% Infusion *"
"25936","PEMETREXED 800 mg in 110mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25937","PEMETREXED 800mg in 100mL Sodium Chloride 0.9%  In"
"25938","PEMETREXED 800mg in 100mls SALINE 0.9% BAG"
"25939","PEMETREXED 900 mg in 100ml Sodium Chloride 0.9% Infusion *"
"25940","PEMETREXED 900 mg in 110mL SODIUM CHLORIDE 0.9% Intravenous Infusion"
"25941","PEMETREXED 900mg in 100mL Sodium Chloride 0.9%  In"
"25942","PEMETREXED 900mg in 136mls SALINE 0.9% BAG"
"25943","PEMETREXED 900mg/100ml INFUSION (1)"
"25944","PEMETREXED 901-1000MG IN 100ML NS IV (1)"
"25945","PEMETREXED 901-1000MG INFUSION"
"25946","PEMETREXED ALIMTA 100 mg Injection"
"25947","PEMETREXED ALIMTA 500 mg Injection"
"25948","pemetrexed ALIMTA, powder for concentrate for solution for infusion,100mg,vial [1 vial(s)]"
"25949","pemetrexed ALIMTA, powder for concentrate for solution for infusion,500mg,vial [1 vial(s)]"
"25950","Pemetrexed Disodium"
"25951","PEMETREXED DISODIUM"
"25952","PEMETREXED DISODIUM 100mg INJECTION"
"25953","PEMETREXED DISODIUM 500mg INJECTION"
"25954","PEMETREXED DISODIUM!100mg!INJECTION"
"25955","PEMETREXED DISODIUM!500mg!INJECTION"
"25956","PEMETREXED DISODIUM!extemp bag"
"25957","PEMETREXED IN 0.9% SODIUM CHLORIDE 1000 mg in 100ml Intravenous Infusion"
"25958","PEMETREXED IN 0.9% SODIUM CHLORIDE 1100 mg in 100ml Intravenous Infusion"
"25959","PEMETREXED IN 0.9% SODIUM CHLORIDE 600 mg in 100ml Intravenous Infusion"
